epoch,loss,val_loss
0,31664.68359375,102455.3671875
1,11742.7998046875,102249.296875
2,7830.69580078125,102367.390625
3,6343.86376953125,102809.828125
4,4623.17041015625,102844.3984375
5,2464.27099609375,102852.9609375
6,2054.7412109375,102848.0546875
7,-205.0389404296875,102849.15625
8,1699.0443115234375,102785.3203125
9,-969.5257568359375,102192.9921875
10,-2534.084228515625,87432.0859375
11,-3117.411376953125,92018.3125
12,-3264.890380859375,75561.8984375
13,-2474.8310546875,83948.71875
14,-472.0547180175781,77813.2265625
15,-60.053741455078125,26464.8203125
16,-4735.9013671875,26087.4140625
17,-4813.26806640625,33355.23828125
18,-2097.574462890625,19804.95703125
19,-2593.47412109375,54253.1171875
20,-4440.13623046875,40418.2890625
21,-6473.04736328125,36620.87109375
22,-8382.6552734375,26365.685546875
23,-8322.056640625,23889.76953125
24,-8965.564453125,20905.02734375
25,-7011.45263671875,16342.4697265625
26,-7286.93310546875,16025.7216796875
27,-6152.82373046875,21832.93359375
28,-7147.15673828125,18778.30078125
29,-9574.73828125,19916.35546875
30,-9243.3671875,20772.275390625
31,-9573.3349609375,21102.04296875
32,-8465.1826171875,20215.755859375
33,-5855.64013671875,24738.05078125
34,-8570.642578125,17877.4921875
35,-9417.7177734375,16672.783203125
36,-8035.86865234375,19021.16015625
37,-7510.50146484375,16989.099609375
38,-8101.95361328125,20531.33203125
39,-7906.6083984375,19770.908203125
40,-8423.8623046875,18920.21875
41,-3569.00732421875,20959.8125
42,-4415.39404296875,35482.68359375
43,-5037.88037109375,22914.77734375
44,-5899.27392578125,41532.9453125
45,-7283.4052734375,36094.9921875
46,-8031.29736328125,51470.1953125
47,-6986.46435546875,32684.19921875
48,-7063.97314453125,33230.6015625
49,-5993.71142578125,43877.56640625
50,-7590.97412109375,30448.88671875
51,-7645.462890625,31010.712890625
52,-7155.20068359375,16833.701171875
53,-7309.4443359375,9781.3720703125
54,-8300.2939453125,11554.205078125
55,-8715.064453125,15508.1318359375
56,-8599.7998046875,13731.6044921875
57,-9219.7216796875,15272.3876953125
58,-7427.4482421875,12479.85546875
59,-8229.7626953125,20185.55859375
60,-9469.7880859375,14528.8447265625
61,-8655.849609375,14895.08984375
62,-7643.88037109375,15652.494140625
63,-9479.037109375,18565.662109375
64,-8630.986328125,20663.73828125
65,-9798.5078125,24118.482421875
66,-10153.3251953125,29209.0703125
67,-8982.712890625,30006.404296875
68,-9128.5703125,19537.326171875
69,-9291.6376953125,19797.388671875
70,-9019.068359375,19342.826171875
71,-9517.2373046875,24446.029296875
72,-8854.830078125,26824.2734375
73,-6534.49072265625,37173.72265625
74,-8551.9921875,47674.49609375
75,-7729.49365234375,60914.44921875
76,-7323.6943359375,55772.2890625
77,-7651.46435546875,55012.18359375
78,-7911.1015625,44093.23828125
79,-8831.4970703125,50118.38671875
80,-8719.091796875,44066.71875
81,-8223.279296875,30881.546875
82,-8500.4716796875,28215.41015625
83,-9444.1201171875,33257.546875
84,-9789.509765625,34008.37109375
85,-8959.7890625,35623.07421875
86,-10212.2880859375,40502.8984375
87,-10478.06640625,38596.390625
88,-10143.7392578125,34072.6953125
89,-10537.2138671875,34699.546875
90,-11548.326171875,40462.328125
91,-11332.7392578125,39413.609375
92,-10508.986328125,39104.234375
93,-9966.82421875,40110.3125
94,-9744.1748046875,26348.923828125
95,-10752.3046875,34989.33984375
96,-11336.341796875,35043.44140625
97,-11544.3271484375,40658.828125
98,-11576.9111328125,36152.69921875
99,-10052.2734375,25694.751953125
100,-10900.59375,20492.1953125
101,-10713.455078125,21901.267578125
102,-11448.474609375,29525.513671875
103,-11753.6982421875,23413.515625
104,-11169.3603515625,26586.1953125
105,-11154.7080078125,28604.955078125
106,-11096.0693359375,25593.671875
107,-10982.291015625,23808.5546875
108,-11908.1611328125,26113.388671875
109,-12231.87109375,30270.419921875
110,-11350.5048828125,34644.12890625
111,-12181.9609375,35121.68359375
112,-13058.3447265625,34274.6875
113,-12739.43359375,34200.6171875
114,-13230.6552734375,30078.630859375
115,-12898.54296875,29052.626953125
116,-11435.8125,20235.27734375
117,-8882.6318359375,23440.228515625
118,-11164.3984375,26840.1484375
119,-11628.841796875,31794.634765625
120,-10898.9599609375,30922.408203125
121,-9882.0029296875,30339.6328125
122,-9791.5712890625,53952.8203125
123,-11648.890625,50868.78515625
124,-12049.359375,51691.3671875
125,-12444.0390625,51464.76953125
126,-12483.5869140625,51723.1015625
127,-12469.5361328125,47642.33984375
128,-12549.798828125,46611.828125
129,-12461.341796875,47504.01953125
130,-11449.8349609375,39014.28515625
131,-6891.728515625,39646.93359375
132,-10492.296875,38085.94140625
133,-10945.50390625,38877.85546875
134,-10896.056640625,41867.71875
135,-10583.4345703125,49709.4296875
136,-11674.0361328125,67759.8203125
137,-11393.302734375,41665.51171875
138,-11286.0556640625,50286.46484375
139,-12070.642578125,48614.63671875
140,-12479.83203125,58832.0625
141,-12256.4169921875,44634.90625
142,-13256.931640625,60447.42578125
143,-12671.822265625,50346.17578125
144,-13153.8203125,43149.2890625
145,-13172.45703125,36746.5234375
146,-13468.1123046875,40190.38671875
147,-13753.16015625,42382.60546875
148,-13580.64453125,39011.12890625
149,-13380.0556640625,37089.69140625
150,-13483.974609375,40839.66796875
151,-12450.3212890625,34742.8671875
152,-13587.5302734375,33909.96875
153,-12449.51953125,24004.7265625
154,-11876.0234375,35922.1640625
155,-11653.076171875,40456.91796875
156,-13101.611328125,40799.87109375
157,-12420.91015625,41529.2421875
158,-13524.6630859375,41762.85546875
159,-12824.943359375,48404.15625
160,-13582.4267578125,41016.80859375
161,-13710.1787109375,39729.97265625
162,-13185.6845703125,46120.03515625
163,-13208.3515625,46477.40625
164,-13312.7783203125,47729.04296875
165,-12681.537109375,43192.15234375
166,-11911.2421875,42706.7578125
167,-11197.46484375,47283.22265625
168,-12281.2607421875,46155.296875
169,-12912.4052734375,43020.9296875
170,-12919.0888671875,44472.5
171,-12248.4443359375,42773.20703125
172,-12394.3203125,51793.453125
173,-12595.5078125,44260.99609375
174,-12169.62109375,44697.55859375
175,-12185.4072265625,44493.9453125
176,-13551.294921875,46156.1015625
177,-13585.06640625,45232.109375
178,-12049.5205078125,47225.625
179,-12484.455078125,40254.05078125
180,-12799.11328125,47032.55859375
181,-12934.22265625,46812.21875
182,-12705.9052734375,39653.3671875
183,-11735.2548828125,43714.0859375
184,-12076.0576171875,42385.19921875
185,-12200.6240234375,37897.13671875
186,-11901.498046875,43181.99609375
187,-12242.353515625,47918.3828125
188,-12976.6640625,37868.15234375
189,-13447.6025390625,40163.62109375
190,-13530.8505859375,43590.6875
191,-13563.9892578125,50373.2421875
192,-14093.326171875,49727.52734375
193,-13680.4482421875,51615.390625
194,-10770.919921875,45057.39453125
195,-11808.404296875,46002.95703125
196,-12758.642578125,47517.3515625
197,-11117.755859375,50160.9140625
198,-12273.4423828125,49836.26953125
199,-11920.890625,29962.361328125
200,-12667.8564453125,44976.39453125
201,-12255.0048828125,49306.30859375
202,-12457.2275390625,56789.625
203,-13402.8310546875,50126.27734375
204,-12925.1943359375,47642.26953125
205,-12606.4169921875,58501.9140625
206,-13792.6025390625,56681.59765625
207,-14124.705078125,53800.58984375
208,-14428.4716796875,54184.5625
209,-14515.3759765625,57123.69921875
210,-14645.2197265625,51731.4375
211,-14717.353515625,54910.53125
212,-14784.7265625,49967.7109375
213,-15066.9521484375,51242.92578125
214,-14523.619140625,52784.02734375
215,-12793.822265625,54192.99609375
216,-14006.8623046875,51468.62890625
217,-14557.68359375,54675.02734375
218,-14251.2236328125,52381.63671875
219,-14601.6923828125,54828.65234375
220,-14434.3359375,40457.48828125
221,-14644.607421875,58815.64453125
222,-14425.322265625,47550.52734375
223,-14188.6083984375,46783.5
224,-14648.3642578125,47311.9765625
225,-14671.0966796875,52217.44140625
226,-14537.1083984375,47477.5703125
227,-15033.0751953125,46156.50390625
228,-15003.6591796875,44746.79296875
229,-15539.189453125,48077.85546875
230,-16071.1669921875,57698.7890625
231,-15507.09375,49828.90625
232,-15507.7294921875,51338.62890625
233,-15394.115234375,49801.203125
234,-15723.720703125,48843.99609375
235,-14203.2861328125,49248.140625
236,-15216.4921875,45751.9375
237,-15384.6923828125,44549.3125
238,-16046.59765625,50678.59765625
239,-16443.150390625,50295.38671875
240,-16864.1640625,48056.13671875
241,-16809.15234375,47134.125
242,-17094.705078125,44211.55078125
243,-17481.96875,49619.2421875
244,-17580.802734375,52186.65234375
245,-17433.03125,48676.73828125
246,-17700.837890625,48039.390625
247,-17768.212890625,51257.69140625
248,-17758.08203125,48936.25
249,-16325.265625,47740.796875
250,-16623.59765625,51964.15625
251,-17357.359375,52856.6953125
252,-16489.2734375,43413.86328125
253,-16729.419921875,49156.87109375
254,-17215.56640625,51174.10546875
255,-17640.90625,59059.3984375
256,-17697.11328125,57078.56640625
257,-17796.171875,55468.98828125
258,-17154.765625,51518.7734375
259,-17470.1875,53645.359375
260,-17501.59765625,55547.74609375
261,-17595.259765625,52749.66015625
262,-17232.38671875,56510.02734375
263,-17172.921875,62749.8046875
264,-17482.904296875,56707.50390625
265,-17162.8203125,60942.47265625
266,-16939.626953125,60594.7109375
267,-17061.58203125,56376.3203125
268,-16829.673828125,61295.76171875
269,-16306.5078125,63318.91015625
270,-16679.6484375,60015.1015625
271,-16925.44140625,71414.59375
272,-16702.501953125,69362.59375
273,-16979.82421875,71076.6640625
274,-17531.43359375,79269.3828125
275,-17554.609375,75527.9453125
276,-17683.728515625,69643.9609375
277,-17689.38671875,68429.421875
278,-17287.2734375,73753.765625
279,-17623.376953125,74292.6640625
280,-17238.458984375,75583.640625
281,-16676.435546875,73581.375
282,-15952.7529296875,73608.8125
283,-16790.517578125,75840.4921875
284,-17260.248046875,76683.6015625
285,-16920.5,67932.6328125
