epoch,loss,val_loss
0,430575.8125,429641.9375
1,430573.96875,429640.6875
2,430572.84375,429639.71875
3,430572.5625,429639.1875
4,430571.78125,429638.84375
5,430571.53125,429638.59375
6,430571.46875,429638.4375
7,430571.375,429638.4375
